capture_index,"base_T_ee(0,0)","base_T_ee(0,1)","base_T_ee(0,2)","base_T_ee(0,3)","base_T_ee(1,0)","base_T_ee(1,1)","base_T_ee(1,2)","base_T_ee(1,3)","base_T_ee(2,0)","base_T_ee(2,1)","base_T_ee(2,2)","base_T_ee(2,3)","base_T_ee(3,0)","base_T_ee(3,1)","base_T_ee(3,2)","base_T_ee(3,3)"
1,-0.9999999987664386,4.602348652831249e-05,-1.86805060762019e-05,-4.151364725405323e-06,4.602323571630364e-05,0.9999999988507944,1.3426611133263185e-05,-0.2500052329346435,1.8681123994190766e-05,1.3425751379366193e-05,-0.9999999997353824,0.350000980522259,0.0,0.0,0.0,1.0
2,-0.9312112029826142,-0.2943416676471753,-0.2149620388030229,0.0853930837217759,-0.2741745339710201,0.9542928200691881,-0.11896864497072221,-0.22758802463077332,0.24015415957556613,-0.051847818190118626,-0.9693491545297174,0.37426668006184355,0.0,0.0,0.0,1.0
3,-0.9689682831703275,-0.24136726043692663,-0.053313336034438184,0.025463717409178188,-0.2321350970837433,0.9626640017973187,-0.13925270677977575,-0.18728362699681922,0.08493387375993852,-0.12255555977900778,-0.9888206975257875,0.3738410660423215,0.0,0.0,0.0,1.0
4,-0.8163311998120952,0.5744987312439938,0.05962029866066057,0.05395376434110497,0.5340599735867821,0.7900948694315862,-0.30088210633131635,-0.2103559309837983,-0.21996208042712853,-0.21377863573548544,-0.951795869962275,0.43724859024228574,0.0,0.0,0.0,1.0
5,-0.9695111907781224,0.24474362401118924,-0.012190548053991562,0.01239474004395229,0.2434189089862844,0.9561520148027569,-0.16285134121816547,-0.20620752415376317,-0.028200810341442714,-0.16085360765148543,-0.9865753043744749,0.30753004404585066,0.0,0.0,0.0,1.0
6,-0.968200891105238,0.24887844363483083,0.02542744102200218,0.05741499689327457,0.2452104635660247,0.9642227720851408,-0.10072871661140714,-0.24302394443439085,-0.04958692388884733,-0.09129055858274848,-0.9945889456920841,0.4537829433978761,0.0,0.0,0.0,1.0
7,-0.9352074786437907,0.35168004107350076,0.04132941566565573,0.05636419860270437,0.35150861115627025,0.9361129754887975,-0.01158418769271566,-0.264614457591862,-0.04276292987756769,0.0036940265362938006,-0.9990784183417413,0.4009364357504203,0.0,0.0,0.0,1.0
8,-0.587222261088514,0.7458145299905341,0.3145325149123567,-0.05994350327811618,0.7696410844548638,0.6348077035319688,-0.06835042542375969,-0.3009662259850451,-0.2506444038897223,0.20194025450975983,-0.9467827186885591,0.4078107060860111,0.0,0.0,0.0,1.0
9,-0.9802610009068007,0.1236192489630503,0.1542940419686023,-0.06691185317244905,0.12841926406562623,0.9914868546523293,0.021501387594101178,-0.3015154153010245,-0.15032252897699788,0.04089129904319745,-0.9877909895036092,0.37903084944243526,0.0,0.0,0.0,1.0
10,-0.9994473769160506,0.0328300348552155,0.005208607014475628,0.005786616530513581,0.033157550731691,0.9957065626007302,0.08642348074055603,-0.31505198026670833,-0.0023489583013000795,0.08654842578142746,-0.9962448757156322,0.331534818745734,0.0,0.0,0.0,1.0
