capture_index,"base_T_ee(0,0)","base_T_ee(0,1)","base_T_ee(0,2)","base_T_ee(0,3)","base_T_ee(1,0)","base_T_ee(1,1)","base_T_ee(1,2)","base_T_ee(1,3)","base_T_ee(2,0)","base_T_ee(2,1)","base_T_ee(2,2)","base_T_ee(2,3)","base_T_ee(3,0)","base_T_ee(3,1)","base_T_ee(3,2)","base_T_ee(3,3)"
1,-0.9999999965454213,4.2228647095151886e-05,-7.159538210558195e-05,0.2999956386679563,4.2227998708195266e-05,0.9999999990673766,9.057755319864686e-06,-0.2000084392140185,7.15957645355633e-05,9.05473195887089e-06,-0.9999999973960292,0.39999614661070193,0.0,0.0,0.0,1.0
2,-0.9829558380545897,-0.03173744151369664,0.18108162590545704,0.26354931997524533,-0.06634478158328186,0.9798485239331334,-0.18840180493489608,-0.18460127189774395,-0.17145317258967777,-0.19720447498022123,-0.965253440634484,0.3521917436093491,0.0,0.0,0.0,1.0
3,-0.9869534522618716,0.10054746766119167,0.12575010860947658,0.28654372775212195,0.06821477988737175,0.9685988124655648,-0.23908802624810657,-0.1402599652550074,-0.14584110145391446,-0.22739073692043724,-0.9628207651943791,0.34470518625594937,0.0,0.0,0.0,1.0
4,-0.8546980866668582,-0.5157913588261349,0.05874057208013125,0.28069451562698583,-0.5146632379521459,0.8271053461232925,-0.2258727471716795,-0.13938292938998467,0.0679185699836554,-0.2232846178637432,-0.9723842076447033,0.33808942142580767,0.0,0.0,0.0,1.0
5,-0.8561468462255013,0.3913702347903597,0.3374046784178707,0.19871340892896852,0.42793543502185427,0.9029912576036714,0.03844544373519962,-0.2403625308605025,-0.2896270725446507,0.17730236324279142,-0.9405743090462002,0.3663624220770066,0.0,0.0,0.0,1.0
6,-0.768717948191044,-0.5366289638745771,0.3479972288105887,0.09234418209269533,-0.5979944878077115,0.7960361944711252,-0.09342895505956342,-0.19422989362801152,-0.22688170635938043,-0.27992093923611183,-0.9328284724946109,0.3302730609233056,0.0,0.0,0.0,1.0
7,-0.7923644310137099,-0.607090018437973,0.06000264975233546,0.27011207106159796,-0.5981745907004662,0.7924862502218275,0.11896513039406144,-0.27539788499490453,-0.11977381811000865,0.05837167739861558,-0.9910837400406802,0.3996627247151078,0.0,0.0,0.0,1.0
8,-0.9760784253383776,-0.20566026697241838,-0.0705319940012094,0.3753729076047774,-0.18948473710914884,0.9637414747662025,-0.187877364837123,-0.09396096368638839,0.10661351692740369,-0.1700183060858397,-0.979656742744147,0.3923865197249792,0.0,0.0,0.0,1.0
9,-0.9920091380039634,0.11580444052904759,0.0500719649143899,0.34610802825451326,0.11412547546805837,0.9928428617718312,-0.03519130116817231,-0.19162181208986964,-0.05378890188341103,-0.029195605533601794,-0.998125428316353,0.4036061401201633,0.0,0.0,0.0,1.0
10,-0.6777562289768938,-0.7278830440935957,-0.10408058514468968,0.3203793747912168,-0.7305063607808504,0.682684599886489,-0.017383726198472522,-0.20882937046164063,0.08370753216848784,0.06424960076814512,-0.9944169336145657,0.3909481989488275,0.0,0.0,0.0,1.0
11,-0.9787652552585542,-0.19660058992502086,-0.05802398762400876,0.3881439072529856,-0.16292882872544298,0.9179105882134613,-0.36179324042299676,-0.0825179506072457,0.12438959710849057,-0.34465687297187453,-0.930450895020493,0.3806250780775293,0.0,0.0,0.0,1.0
12,-0.9053633975274298,0.4207053095487526,-0.05765553689870136,0.3881413841308826,0.41173303866046984,0.8365022921335824,-0.36157961796909754,-0.08257027665397473,-0.10388947633425287,-0.3510996408040754,-0.9305568327266444,0.3807014330166891,0.0,0.0,0.0,1.0
13,-0.9875539630658328,0.06365335008260212,-0.1438242714434169,0.401999028232818,0.11188323290108668,0.9270091762972574,-0.35796107226384444,-0.05343081041423878,0.11054099795356095,-0.36959739999618746,-0.922593328442976,0.3174495374437802,0.0,0.0,0.0,1.0
14,-0.8615128507488496,0.505264475263961,0.05003416863329239,0.3793551650130489,0.492856772622963,0.8558775772014182,-0.15673472660361124,-0.16876824979470773,-0.12201561242016343,-0.11036930225414113,-0.9863725500264424,0.37619568839015516,0.0,0.0,0.0,1.0
15,-0.8090358250952806,0.582860986743473,0.07572386575461966,0.39292207345759983,0.5675583147706814,0.8082055197197003,-0.15710314200955353,-0.16829619838025278,-0.15276973864958548,-0.08412436048514693,-0.9846748188746894,0.3569011718320553,0.0,0.0,0.0,1.0
