epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,30.4866,0.40503,0.61504,0.91831,0.93613,0.68095,0.7564,0.70429,0.32896,1.02394,0.94407,0.000548275,0.000548275,0.000548275
64,30.9632,0.42546,0.63202,0.91556,0.96107,0.68095,0.77483,0.74143,0.31544,0.76381,0.95085,0.000547038,0.000547038,0.000547038
65,31.4309,0.44883,0.74064,0.92529,0.96727,0.68341,0.7762,0.72665,0.36998,0.74195,0.9644,0.0005458,0.0005458,0.0005458
66,31.9092,0.47623,0.64933,0.97287,0.97305,0.68095,0.7775,0.72786,0.39461,0.75888,0.95941,0.000544563,0.000544563,0.000544563
67,32.3887,0.41084,0.61332,0.92684,0.97325,0.68095,0.77483,0.72636,0.36431,0.83882,0.94611,0.000543325,0.000543325,0.000543325
68,32.8721,0.39358,0.58664,0.89036,0.74668,0.6586,0.77483,0.70371,0.39823,0.84571,0.95792,0.000542087,0.000542087,0.000542087
69,33.3437,0.39805,0.53524,0.89011,0.72732,0.64056,0.77483,0.72171,0.35753,0.9385,0.95787,0.00054085,0.00054085,0.00054085
70,33.8202,0.4422,0.57466,0.88592,0.58757,0.68879,0.77111,0.69533,0.42112,0.98474,0.97816,0.000539613,0.000539613,0.000539613
71,34.2886,0.38588,0.57141,0.88477,0.57946,0.69596,0.74926,0.70288,0.40019,1.00153,0.9636,0.000538375,0.000538375,0.000538375
72,34.7678,0.42675,0.62049,0.91405,0.67848,0.68592,0.75444,0.72632,0.34147,1.05166,0.94418,0.000537137,0.000537137,0.000537137
73,35.2357,0.40475,0.55463,0.89528,0.73999,0.68095,0.75587,0.71898,0.32674,0.98368,0.93683,0.0005359,0.0005359,0.0005359
74,35.7136,0.42143,0.56983,0.92588,0.91312,0.71429,0.76982,0.71738,0.34946,0.9919,0.9471,0.000534663,0.000534663,0.000534663
75,36.1844,0.39924,0.55794,0.89288,0.9107,0.71429,0.76715,0.72907,0.35222,1.04401,0.94905,0.000533425,0.000533425,0.000533425
76,36.6672,0.39591,0.59905,0.89862,0.96663,0.62904,0.76455,0.72967,0.3031,0.95384,0.94252,0.000532187,0.000532187,0.000532187
77,37.1371,0.41915,0.54887,0.93788,0.95575,0.68095,0.7727,0.735,0.31572,0.98347,0.95207,0.00053095,0.00053095,0.00053095
78,37.6106,0.36242,0.67224,0.89239,0.92249,0.68054,0.75567,0.71712,0.32321,1.06297,0.95581,0.000529712,0.000529712,0.000529712
79,38.0793,0.37453,0.57334,0.8965,0.88893,0.704,0.75267,0.72152,0.33035,1.08875,0.94588,0.000528475,0.000528475,0.000528475
80,38.5548,0.41474,0.56516,0.9044,0.8418,0.7014,0.76173,0.71728,0.31374,1.056,0.94914,0.000527238,0.000527238,0.000527238
81,39.0304,0.41497,0.56049,0.91394,0.88402,0.6883,0.79695,0.75216,0.32213,1.02963,0.96288,0.000526,0.000526,0.000526
82,39.5055,0.39299,0.50106,0.90334,0.87156,0.68232,0.91547,0.75374,0.33202,1.1228,0.96584,0.000524762,0.000524762,0.000524762
83,39.9738,0.38675,0.53089,0.88583,0.8593,0.68095,0.82977,0.73981,0.29881,1.30486,0.94511,0.000523525,0.000523525,0.000523525
84,40.4484,0.37995,0.53973,0.9118,0.87821,0.68336,0.70985,0.67066,0.30615,1.41286,0.94436,0.000522288,0.000522288,0.000522288
85,40.9179,0.37279,0.54139,0.88677,0.87607,0.68095,0.70761,0.68863,0.32297,1.37024,0.94001,0.00052105,0.00052105,0.00052105
86,41.399,0.38417,0.50215,0.88878,0.88614,0.68149,0.74427,0.72512,0.28464,1.20414,0.93304,0.000519812,0.000519812,0.000519812
87,41.8732,0.41017,0.53993,0.91623,0.88333,0.68228,0.74075,0.72728,0.30606,1.1985,0.94839,0.000518575,0.000518575,0.000518575
88,42.3554,0.38028,0.50879,0.91304,0.67317,0.68633,0.73308,0.70296,0.35207,1.33355,0.95778,0.000517338,0.000517338,0.000517338
89,42.8274,0.38914,0.5396,0.89191,0.66675,0.68522,0.68043,0.64983,0.34085,1.35018,0.95131,0.0005161,0.0005161,0.0005161
90,43.3052,0.38921,0.54694,0.89881,0.8633,0.68095,0.70102,0.65718,0.34427,1.26613,0.95768,0.000514862,0.000514862,0.000514862
91,43.7754,0.35942,0.46981,0.88309,0.87331,0.68579,0.74017,0.69527,0.36833,1.03961,0.95246,0.000513625,0.000513625,0.000513625
92,44.2529,0.38011,0.48619,0.91502,0.86522,0.69728,0.75027,0.71379,0.36476,1.06577,0.95904,0.000512388,0.000512388,0.000512388
93,44.7221,0.38569,0.50744,0.89004,0.65666,0.68095,0.73547,0.6938,0.38749,1.11091,0.96244,0.00051115,0.00051115,0.00051115
94,45.1986,0.37922,0.49927,0.89004,0.69329,0.68095,0.7169,0.67684,0.42069,1.16897,0.9689,0.000509913,0.000509913,0.000509913
95,45.6685,0.34726,0.44386,0.89847,0.65572,0.68095,0.73708,0.70867,0.38478,1.24481,0.95526,0.000508675,0.000508675,0.000508675
96,46.1523,0.36699,0.48876,0.88847,0.66833,0.68095,0.73586,0.6965,0.29765,1.23912,0.93092,0.000507438,0.000507438,0.000507438
97,46.6275,0.36239,0.56631,0.88669,0.90559,0.68454,0.72522,0.68206,0.29937,1.07894,0.92351,0.0005062,0.0005062,0.0005062
98,47.1056,0.33557,0.49486,0.89212,0.7112,0.73894,0.76036,0.71048,0.31485,0.84983,0.93203,0.000504963,0.000504963,0.000504963
99,47.5768,0.34417,0.48165,0.87145,0.69318,0.6852,0.73959,0.69337,0.35246,1.01169,0.95672,0.000503725,0.000503725,0.000503725
100,48.0693,0.34943,0.46651,0.85895,0.67278,0.68095,0.6549,0.60668,0.37474,1.33814,0.96753,0.000502487,0.000502487,0.000502487
101,48.5513,0.34135,0.48285,0.87879,0.67229,0.68095,0.64712,0.60305,0.35373,1.3148,0.95515,0.00050125,0.00050125,0.00050125
102,49.028,0.34475,0.51975,0.89734,0.8922,0.68407,0.73369,0.69658,0.32232,0.99424,0.9394,0.000500013,0.000500013,0.000500013
103,49.5029,0.34206,0.46307,0.90873,0.71278,0.65237,0.74835,0.71031,0.31859,0.89783,0.93454,0.000498775,0.000498775,0.000498775
104,49.9771,0.33054,0.496,0.87,0.71336,0.65181,0.75698,0.7123,0.31378,0.94294,0.93085,0.000497537,0.000497537,0.000497537
105,50.4526,0.36285,0.49614,0.89027,0.74642,0.67894,0.7727,0.72651,0.32871,0.94585,0.93943,0.0004963,0.0004963,0.0004963
106,50.9299,0.3469,0.44596,0.9022,0.73159,0.68095,0.76567,0.70279,0.31991,0.95772,0.93638,0.000495063,0.000495063,0.000495063
107,51.3983,0.33977,0.41483,0.87513,0.68393,0.68283,0.74139,0.69459,0.32036,1.11105,0.93602,0.000493825,0.000493825,0.000493825
108,51.8958,0.33812,0.47751,0.88526,0.67466,0.68208,0.70047,0.63751,0.35965,1.30092,0.95032,0.000492588,0.000492588,0.000492588
109,52.3716,0.34002,0.41665,0.90432,0.87538,0.68153,0.68079,0.62222,0.36651,1.3315,0.95312,0.00049135,0.00049135,0.00049135
110,52.8482,0.36395,0.40596,0.90624,0.87315,0.68095,0.68639,0.63777,0.34656,1.44119,0.94375,0.000490112,0.000490112,0.000490112
111,53.3178,0.35675,0.40967,0.87971,0.67238,0.68095,0.66527,0.61004,0.3478,1.44216,0.9464,0.000488875,0.000488875,0.000488875
112,53.7972,0.36461,0.43261,0.89258,0.67299,0.68095,0.70117,0.6643,0.34196,1.34181,0.95575,0.000487638,0.000487638,0.000487638
113,54.2682,0.3621,0.45259,0.87007,0.87511,0.68095,0.92425,0.85792,0.32808,1.27958,0.94793,0.0004864,0.0004864,0.0004864
114,54.7426,0.33081,0.42531,0.86587,0.87121,0.68425,0.91752,0.85527,0.34006,1.11717,0.95345,0.000485163,0.000485163,0.000485163
115,55.2102,0.36068,0.46802,0.89631,0.88988,0.68173,0.9282,0.78794,0.3245,1.03647,0.94982,0.000483925,0.000483925,0.000483925
116,55.6859,0.40784,0.46745,0.90582,0.87343,0.68252,0.96156,0.75359,0.32473,1.03285,0.93308,0.000482687,0.000482687,0.000482687
117,56.1532,0.33224,0.41333,0.88122,0.89314,0.6824,0.76529,0.71681,0.33452,1.01391,0.93652,0.00048145,0.00048145,0.00048145
