capture_index,"base_T_ee(0,0)","base_T_ee(0,1)","base_T_ee(0,2)","base_T_ee(0,3)","base_T_ee(1,0)","base_T_ee(1,1)","base_T_ee(1,2)","base_T_ee(1,3)","base_T_ee(2,0)","base_T_ee(2,1)","base_T_ee(2,2)","base_T_ee(2,3)","base_T_ee(3,0)","base_T_ee(3,1)","base_T_ee(3,2)","base_T_ee(3,3)"
1,-0.49881382114793515,-0.8642401493154825,0.0653738184822324,0.206381319659187,-0.8666586225086537,0.49654928372451956,-0.048390503862523096,-0.20870817203202296,0.009359693541909124,-0.08079463561288137,-0.9966868229253276,0.44036039339461647,0.0,0.0,0.0,1.0
2,-0.5050146501502961,-0.8621763668235795,-0.04015115969018253,0.2657750476077823,-0.8612903564815116,0.5064236699367894,-0.04140034250708789,-0.20216375314377277,0.05602789453053317,0.01367402715538398,-0.9983355628323721,0.38383627219377153,0.0,0.0,0.0,1.0
3,-0.5738353246274496,-0.8076796821637747,-0.13552324977483957,0.30532478896677073,-0.7775168567046228,0.5892592827721483,-0.21963841924175426,-0.14802261123211544,0.2572558216054066,-0.02066467243092318,-0.9661223595194606,0.37056750590859006,0.0,0.0,0.0,1.0
4,-0.5120087633880379,-0.8569670458969146,-0.05877506665727801,0.18670618036944106,-0.8478069872784929,0.5151647375231628,-0.1258117861508061,-0.27419108008801557,0.13809539650407365,-0.014586824856915037,-0.9903115095791709,0.39464612511247543,0.0,0.0,0.0,1.0
5,-0.5315534955953565,-0.8463445960496777,0.03393679504409786,0.20083197017125518,-0.8470234662896942,0.5311949080596574,-0.0195759343604026,-0.2665574715474563,-0.0014590664647390617,-0.03915091811183194,-0.9992322436431142,0.33657021756622774,0.0,0.0,0.0,1.0
6,-0.46491534991736205,-0.8853336418091443,-0.006169286196506318,0.21872810609389806,-0.8852979820491657,0.46495322633584846,-0.008122825835873874,-0.24431812166895714,0.010059840500310453,0.001685230204647727,-0.999947978451012,0.3706227939100414,0.0,0.0,0.0,1.0
7,-0.8636880608911035,-0.5035867086807756,0.021056122962909242,0.22252670982517864,-0.5031622775056425,0.86389972831425,0.02247180264018136,-0.24032903770353753,-0.029506880036701634,0.008813980861569544,-0.9995257164134755,0.37170491660153193,0.0,0.0,0.0,1.0
8,-0.2581680606628002,-0.9660941169199061,0.003377825684667114,0.22542914382885446,-0.965706673607401,0.258161131626816,0.027630611055327027,-0.2418198717784228,-0.02756579408864534,0.0038713524651163896,-0.9996124947330106,0.3539521340486125,0.0,0.0,0.0,1.0
9,-0.18304599304821556,-0.9819728368591638,0.04715413131167415,0.20622974706462904,-0.9830961974234989,0.18302914266380976,-0.004711639545610512,-0.2548169056371034,-0.004003878176171451,-0.04721949392482671,-0.9988765130650703,0.3372316504249999,0.0,0.0,0.0,1.0
10,-0.6375748431095305,-0.7615056276651965,0.11665118288338404,0.22213243737831653,-0.7701730090160847,0.6336277119807706,-0.07313999448403224,-0.17980080465592552,-0.018216904703257028,-0.13647381303477027,-0.9904761696975768,0.39639349858791917,0.0,0.0,0.0,1.0
