epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.17359,0.68197,4.0647,1.04715,0.03636,0.53761,0.0693,0.06331,0.28801,3.54186,0.83711,2.352e-05,2.352e-05,2.352e-05
2,2.12311,0.62403,4.02261,1.01645,0.04198,0.82051,0.12588,0.11876,0.25894,3.48378,0.82539,5.28152e-05,5.28152e-05,5.28152e-05
3,3.09653,0.51062,3.71466,0.98934,0.0294,0.98718,0.18019,0.1745,0.2716,3.43472,0.81416,8.1994e-05,8.1994e-05,8.1994e-05
4,4.02767,0.49898,3.31464,0.96372,0.02101,1,0.22222,0.21093,0.27562,3.29726,0.81136,0.000111056,0.000111056,0.000111056
5,4.9618,0.51564,2.88427,0.98097,0.01987,1,0.34144,0.32302,0.33941,3.03898,0.82746,0.000140002,0.000140002,0.000140002
6,5.89035,0.51225,2.44713,0.95799,0.97556,0.10959,0.39464,0.37402,0.3575,2.81786,0.83581,0.000168832,0.000168832,0.000168832
7,6.81908,0.51141,2.05165,0.96326,0.0217,1,0.52384,0.49751,0.32214,2.77733,0.83495,0.000197545,0.000197545,0.000197545
8,7.75039,0.53342,1.77003,0.97399,0.79635,0.52722,0.61905,0.5806,0.36331,2.79747,0.84266,0.000226142,0.000226142,0.000226142
9,8.68658,0.52121,1.47338,0.95286,0.96393,0.3103,0.69433,0.64124,0.37689,2.59537,0.85764,0.000254622,0.000254622,0.000254622
10,9.63052,0.475,1.33255,0.94327,0.96732,0.35138,0.69463,0.64928,0.35989,2.32445,0.84695,0.000282986,0.000282986,0.000282986
11,10.5688,0.47903,1.23583,0.94605,0.90174,0.45507,0.73503,0.66982,0.37871,2.11291,0.84669,0.000311233,0.000311233,0.000311233
12,11.5079,0.46206,1.149,0.92561,0.84694,0.4705,0.77627,0.71976,0.39231,2.01484,0.84767,0.000339364,0.000339364,0.000339364
13,12.45,0.45792,1.10691,0.94059,0.83754,0.57089,0.81425,0.74579,0.41801,1.96066,0.8791,0.000367379,0.000367379,0.000367379
14,13.3874,0.47472,1.0673,0.92341,0.78643,0.71223,0.93235,0.81705,0.41766,1.47036,0.8819,0.000395277,0.000395277,0.000395277
15,14.3211,0.49298,1.07836,0.92679,0.80264,0.74213,0.95847,0.83752,0.43658,1.42962,0.89513,0.000423058,0.000423058,0.000423058
16,15.2598,0.48485,0.98487,0.92708,0.77734,0.67365,0.85746,0.73822,0.57115,1.61735,0.97149,0.000450724,0.000450724,0.000450724
17,16.1903,0.48464,0.97779,0.93169,0.76873,0.72007,0.96215,0.85604,0.42693,1.38752,0.87182,0.000478273,0.000478273,0.000478273
18,17.1221,0.50602,1.05315,0.95431,0.80465,0.75647,0.86294,0.75114,0.45279,1.34748,0.87529,0.000505705,0.000505705,0.000505705
19,18.0478,0.49774,0.95966,0.93159,0.75636,0.77225,0.87128,0.79078,0.44392,1.20867,0.88096,0.000533021,0.000533021,0.000533021
20,18.9694,0.46575,0.90719,0.9215,0.81964,0.80419,0.87661,0.79425,0.45695,1.34793,0.89978,0.000560221,0.000560221,0.000560221
21,19.8962,0.47974,0.96554,0.919,0.78968,0.83302,0.90783,0.79727,0.50022,1.14147,0.93836,0.000564715,0.000564715,0.000564715
22,20.8147,0.46123,0.86648,0.92184,0.81088,0.71038,0.89895,0.77479,0.60327,1.37322,0.99283,0.000563551,0.000563551,0.000563551
23,21.7368,0.47216,0.89165,0.92195,0.74613,0.82938,0.95321,0.83718,0.51805,1.08233,0.94764,0.000562387,0.000562387,0.000562387
24,22.6658,0.4625,0.88712,0.92669,0.84072,0.80803,0.92894,0.85679,0.45944,0.91313,0.90162,0.000561222,0.000561222,0.000561222
25,23.6,0.48121,0.85551,0.93474,0.87217,0.85826,0.9587,0.84502,0.45259,0.77738,0.90896,0.000560058,0.000560058,0.000560058
26,24.5294,0.4801,0.87098,0.92952,0.8671,0.78356,0.95303,0.87359,0.44303,0.97601,0.88639,0.000558894,0.000558894,0.000558894
27,25.4558,0.4698,0.82824,0.92158,0.82658,0.81385,0.97156,0.86119,0.40794,0.93778,0.89012,0.00055773,0.00055773,0.00055773
28,26.3811,0.46817,0.81002,0.91889,0.92619,0.87735,0.92649,0.85683,0.41805,0.69293,0.89731,0.000556566,0.000556566,0.000556566
29,27.3015,0.45597,0.79989,0.91793,0.86432,0.85265,0.97852,0.88877,0.36632,0.68672,0.86592,0.000555401,0.000555401,0.000555401
30,28.2252,0.47967,0.80964,0.93476,0.91436,0.92889,0.98402,0.9078,0.35988,0.60687,0.85358,0.000554237,0.000554237,0.000554237
31,29.1462,0.46631,0.76131,0.92895,0.93482,0.9794,0.99192,0.94241,0.35404,0.44921,0.83689,0.000553073,0.000553073,0.000553073
32,30.0685,0.45128,0.75857,0.91752,0.95531,0.90286,0.97937,0.90728,0.41212,0.5077,0.88581,0.000551909,0.000551909,0.000551909
33,30.983,0.45178,0.73195,0.93568,0.89071,0.9803,0.98172,0.89737,0.40831,0.47039,0.89806,0.000550744,0.000550744,0.000550744
34,31.8983,0.4657,0.71907,0.91953,0.85938,0.95639,0.96355,0.87365,0.41852,0.63081,0.90094,0.00054958,0.00054958,0.00054958
35,32.8151,0.41991,0.67495,0.90076,0.75459,0.95726,0.95341,0.89329,0.38996,0.60277,0.86973,0.000548416,0.000548416,0.000548416
36,33.7261,0.42014,0.66096,0.91295,0.73609,0.98974,0.97096,0.90896,0.37885,0.48752,0.86311,0.000547252,0.000547252,0.000547252
37,34.6432,0.44965,0.70846,0.92966,0.96115,0.86152,0.9892,0.94635,0.35629,0.45337,0.86512,0.000546087,0.000546087,0.000546087
38,35.5621,0.41335,0.67999,0.90303,0.96686,0.89715,0.99331,0.94273,0.36735,0.40886,0.86145,0.000544923,0.000544923,0.000544923
39,36.4738,0.41001,0.65147,0.90949,0.96864,0.90015,0.995,0.90575,0.35977,0.43931,0.85425,0.000543759,0.000543759,0.000543759
40,37.3983,0.4526,0.70735,0.93152,0.96605,0.86102,0.995,0.91328,0.38339,0.46558,0.84453,0.000542595,0.000542595,0.000542595
41,38.3177,0.41537,0.63071,0.90895,0.90964,0.98103,0.99324,0.93998,0.37316,0.40354,0.85872,0.00054143,0.00054143,0.00054143
42,39.2361,0.40674,0.62223,0.89814,0.95875,0.88972,0.99192,0.88144,0.42585,0.48521,0.89512,0.000540266,0.000540266,0.000540266
43,40.1483,0.40422,0.60027,0.89498,0.9444,0.90694,0.995,0.89937,0.41436,0.52076,0.88234,0.000539102,0.000539102,0.000539102
44,41.0682,0.45932,0.63838,0.93031,0.95863,0.79548,0.92165,0.87016,0.39174,0.548,0.87056,0.000537938,0.000537938,0.000537938
45,41.9828,0.41241,0.6044,0.89817,0.93105,0.84779,0.90662,0.84496,0.41687,0.55515,0.88658,0.000536773,0.000536773,0.000536773
46,42.8909,0.43252,0.59303,0.91169,0.9494,0.90599,0.995,0.94775,0.37389,0.44562,0.8602,0.000535609,0.000535609,0.000535609
47,43.8147,0.41374,0.5551,0.91131,0.94159,0.96707,0.99365,0.91941,0.39027,0.46263,0.86505,0.000534445,0.000534445,0.000534445
48,44.7259,0.43736,0.57864,0.91079,0.91282,0.95306,0.97741,0.89358,0.37801,0.45337,0.86489,0.000533281,0.000533281,0.000533281
49,45.6449,0.42525,0.5801,0.90708,0.96692,0.96392,0.995,0.92315,0.37297,0.34972,0.85462,0.000532116,0.000532116,0.000532116
50,46.5604,0.39385,0.55694,0.8968,0.85008,0.98718,0.98183,0.91891,0.36117,0.43343,0.8389,0.000530952,0.000530952,0.000530952
51,47.4744,0.40722,0.57087,0.90286,0.89027,0.97062,0.99137,0.93437,0.3336,0.42553,0.8314,0.000529788,0.000529788,0.000529788
52,48.3922,0.43043,0.55421,0.92154,0.91639,0.97838,0.98829,0.93075,0.32641,0.42232,0.83449,0.000528624,0.000528624,0.000528624
53,49.3132,0.4148,0.54375,0.90576,0.92505,0.95978,0.97567,0.92217,0.33054,0.46511,0.84111,0.00052746,0.00052746,0.00052746
54,50.2296,0.41331,0.54353,0.9011,0.93301,0.96083,0.97001,0.92653,0.33923,0.43555,0.83722,0.000526295,0.000526295,0.000526295
55,51.1445,0.41142,0.52709,0.91239,0.87917,0.96833,0.97635,0.92331,0.32304,0.43759,0.83103,0.000525131,0.000525131,0.000525131
56,52.0639,0.42795,0.53182,0.92096,0.89993,0.95919,0.97642,0.90919,0.33567,0.45213,0.83967,0.000523967,0.000523967,0.000523967
57,52.981,0.426,0.5444,0.90876,0.90006,0.91026,0.96227,0.8789,0.38874,0.55168,0.86499,0.000522803,0.000522803,0.000522803
58,53.8985,0.41841,0.56277,0.91865,0.91499,0.94022,0.97937,0.91993,0.35137,0.41432,0.84253,0.000521638,0.000521638,0.000521638
59,54.8147,0.38364,0.49483,0.88394,0.94529,0.90048,0.97119,0.88492,0.39694,0.49113,0.88705,0.000520474,0.000520474,0.000520474
60,55.7327,0.41773,0.51345,0.91879,0.95368,0.97177,0.98618,0.91619,0.36144,0.41021,0.84607,0.00051931,0.00051931,0.00051931
61,56.6439,0.38384,0.48319,0.89691,0.9209,0.98718,0.98406,0.93434,0.34801,0.4006,0.84605,0.000518146,0.000518146,0.000518146
62,57.5618,0.40092,0.50567,0.90995,0.862,0.98718,0.9624,0.89226,0.36739,0.46505,0.86372,0.000516981,0.000516981,0.000516981
63,58.4774,0.40153,0.48925,0.9079,0.90504,0.97058,0.98023,0.92077,0.35359,0.3697,0.86011,0.000515817,0.000515817,0.000515817
64,59.398,0.41776,0.52135,0.9071,0.95582,0.97306,0.99148,0.9191,0.35458,0.39523,0.85263,0.000514653,0.000514653,0.000514653
65,60.313,0.40237,0.50074,0.90621,0.92463,0.81936,0.96782,0.89834,0.35855,0.57919,0.87362,0.000513489,0.000513489,0.000513489
66,61.2247,0.38872,0.49216,0.91673,0.82542,0.95482,0.97005,0.89726,0.37202,0.50471,0.86209,0.000512324,0.000512324,0.000512324
67,62.134,0.38801,0.4572,0.90219,0.95,0.95707,0.97841,0.91289,0.35486,0.48508,0.85792,0.00051116,0.00051116,0.00051116
68,63.0522,0.3838,0.4488,0.88646,0.8848,0.98718,0.98962,0.93822,0.34738,0.3794,0.84537,0.000509996,0.000509996,0.000509996
69,63.9695,0.40335,0.46185,0.90421,0.93437,0.99917,0.995,0.95677,0.30282,0.28992,0.81994,0.000508832,0.000508832,0.000508832
70,64.8893,0.40499,0.44428,0.90132,0.89107,1,0.995,0.93904,0.34391,0.31944,0.83856,0.000507667,0.000507667,0.000507667
71,65.8034,0.37267,0.43116,0.88265,0.90663,0.98841,0.99324,0.91709,0.3923,0.31048,0.85949,0.000506503,0.000506503,0.000506503
72,66.7184,0.39184,0.44121,0.89988,0.83898,0.96968,0.98295,0.91012,0.37169,0.37606,0.84337,0.000505339,0.000505339,0.000505339
73,67.628,0.40295,0.44245,0.90611,0.92034,0.9217,0.96537,0.87038,0.42209,0.46203,0.86889,0.000504175,0.000504175,0.000504175
74,68.547,0.39667,0.43935,0.8921,0.91317,0.94495,0.99194,0.90923,0.37634,0.41835,0.8463,0.00050301,0.00050301,0.00050301
75,69.4633,0.38989,0.45197,0.89514,0.95282,0.99411,0.995,0.94273,0.32712,0.30128,0.83485,0.000501846,0.000501846,0.000501846
76,70.3734,0.39475,0.44863,0.9078,0.9359,1,0.995,0.93651,0.31136,0.29129,0.83325,0.000500682,0.000500682,0.000500682
77,71.2891,0.37729,0.43084,0.89578,0.96353,0.98811,0.995,0.93618,0.33114,0.2877,0.83301,0.000499518,0.000499518,0.000499518
78,72.2129,0.37509,0.41544,0.89435,0.97367,0.9822,0.995,0.9388,0.3308,0.30911,0.83285,0.000498354,0.000498354,0.000498354
79,73.1301,0.38403,0.42827,0.89976,0.95832,0.97805,0.995,0.9569,0.3349,0.3275,0.84191,0.000497189,0.000497189,0.000497189
80,74.0528,0.40265,0.44235,0.90696,0.93996,0.97092,0.995,0.9566,0.3346,0.34749,0.84418,0.000496025,0.000496025,0.000496025
81,74.9725,0.35116,0.39029,0.87791,0.9583,0.98803,0.995,0.9594,0.32702,0.30621,0.83745,0.000494861,0.000494861,0.000494861
82,75.8897,0.36226,0.39506,0.90318,0.94626,0.99158,0.99137,0.96014,0.31188,0.28359,0.83159,0.000493697,0.000493697,0.000493697
83,76.8147,0.38177,0.40887,0.88577,0.9364,0.99242,0.99231,0.95194,0.31293,0.32014,0.82938,0.000492532,0.000492532,0.000492532
84,77.7305,0.37646,0.42375,0.88386,0.96624,0.98938,0.99365,0.93443,0.32025,0.2844,0.83363,0.000491368,0.000491368,0.000491368
85,78.6473,0.35579,0.38966,0.88134,0.93214,0.95373,0.98319,0.92472,0.34607,0.43301,0.85029,0.000490204,0.000490204,0.000490204
86,79.5634,0.35989,0.38345,0.88358,0.90842,0.96579,0.98791,0.93846,0.34368,0.3562,0.84404,0.00048904,0.00048904,0.00048904
87,80.4745,0.38495,0.396,0.91447,0.93147,0.99243,0.995,0.96432,0.31558,0.29467,0.83498,0.000487875,0.000487875,0.000487875
