epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.709958,0.65295,3.8672,1.02825,0.00761,0.94444,0.20546,0.18051,0.2414,3.4082,0.8226,1.428e-05,1.428e-05,1.428e-05
2,1.36857,0.67519,3.88539,1.05826,0.00797,0.94444,0.19043,0.18081,0.24187,3.40445,0.8237,3.56293e-05,3.56293e-05,3.56293e-05
3,2.00847,0.6114,3.81813,1.02257,0.0075,0.94444,0.26674,0.25179,0.22383,3.35836,0.81444,5.68938e-05,5.68938e-05,5.68938e-05
4,2.65283,0.54942,3.63069,1.01578,0.00928,1,0.29975,0.2773,0.28833,3.31387,0.82049,7.80735e-05,7.80735e-05,7.80735e-05
5,3.29406,0.50316,3.31178,0.97121,0.01081,1,0.29361,0.28438,0.26291,3.26837,0.81333,9.91683e-05,9.91683e-05,9.91683e-05
6,3.94995,0.50418,2.99082,0.99566,0.01175,1,0.33154,0.32731,0.24803,3.18452,0.80813,0.000120178,0.000120178,0.000120178
7,4.59064,0.56351,2.73475,1.03758,0.01367,1,0.45572,0.43855,0.30644,3.04701,0.82013,0.000141104,0.000141104,0.000141104
8,5.23052,0.52116,2.45976,1.02917,0.01409,1,0.57987,0.54821,0.34751,2.89055,0.83247,0.000161944,0.000161944,0.000161944
9,5.8818,0.52104,2.09278,1.01296,0.01453,1,0.61479,0.6027,0.32428,2.76974,0.82722,0.000182699,0.000182699,0.000182699
10,6.52729,0.52381,1.83708,0.97611,0.26051,0.77778,0.56331,0.55252,0.35675,2.66698,0.83265,0.00020337,0.00020337,0.00020337
11,7.1554,0.47757,1.53038,0.96308,1,0.05209,0.75397,0.69994,0.36841,2.56399,0.83638,0.000223956,0.000223956,0.000223956
12,7.79838,0.49796,1.36929,0.97067,1,0.07887,0.87637,0.81929,0.33586,2.54393,0.82547,0.000244457,0.000244457,0.000244457
13,8.44226,0.47443,1.22743,0.94232,0.93385,0.33137,0.90463,0.86275,0.33963,2.56331,0.82242,0.000264873,0.000264873,0.000264873
14,9.08136,0.47153,1.1458,0.95881,0.99637,0.13529,0.88076,0.81415,0.31539,2.56273,0.8132,0.000285205,0.000285205,0.000285205
15,9.70707,0.47149,1.07704,0.94762,0.99308,0.16478,0.87326,0.81642,0.34308,2.56955,0.82319,0.000305451,0.000305451,0.000305451
16,10.3353,0.48645,1.09122,0.96627,0.95138,0.40589,0.78167,0.75455,0.31602,2.37778,0.81635,0.000325613,0.000325613,0.000325613
17,10.96,0.4412,1.02553,0.9334,0.8983,0.53141,0.83731,0.79501,0.35504,2.18457,0.82921,0.00034569,0.00034569,0.00034569
18,11.5867,0.46,0.99808,0.93716,0.88107,0.55556,0.8955,0.8575,0.31225,2.168,0.80533,0.000365682,0.000365682,0.000365682
19,12.2129,0.47265,1.00638,0.93446,0.83981,0.63279,0.995,0.94384,0.35116,1.68097,0.84485,0.00038559,0.00038559,0.00038559
20,12.8459,0.45915,0.92883,0.93075,0.87489,0.65852,0.995,0.93499,0.39559,1.60923,0.84276,0.000405412,0.000405412,0.000405412
21,13.4734,0.47975,0.96263,0.94824,0.84393,0.65758,0.995,0.92165,0.3462,1.716,0.8446,0.00042515,0.00042515,0.00042515
22,14.0982,0.4743,0.92398,0.92607,0.84398,0.66667,0.90656,0.85128,0.35578,1.49924,0.81984,0.000444803,0.000444803,0.000444803
23,14.7213,0.45112,0.94414,0.93951,0.86551,0.55556,0.995,0.94372,0.38039,1.27116,0.85752,0.000464371,0.000464371,0.000464371
24,15.3519,0.45687,0.90371,0.92622,0.82506,0.66667,0.995,0.94623,0.35357,1.09002,0.85164,0.000483854,0.000483854,0.000483854
25,15.9969,0.46256,0.89364,0.95556,0.82825,0.66667,0.995,0.93937,0.3772,1.1223,0.86276,0.000503252,0.000503252,0.000503252
26,16.6242,0.47799,0.91146,0.94598,0.78827,0.83923,0.995,0.92474,0.40033,0.90832,0.86865,0.000522566,0.000522566,0.000522566
27,17.2581,0.45315,0.85666,0.93534,0.78452,0.88889,0.995,0.94113,0.3587,0.95757,0.85454,0.000541795,0.000541795,0.000541795
28,17.8933,0.47209,0.90877,0.94399,0.80952,0.96035,0.995,0.95384,0.3588,0.84488,0.8561,0.000560939,0.000560939,0.000560939
29,18.5296,0.50486,0.92682,0.97071,0.76354,0.85015,0.995,0.93066,0.42401,0.79722,0.86916,0.000579998,0.000579998,0.000579998
30,19.1559,0.49125,0.89458,0.95566,0.77334,1,0.995,0.92065,0.46421,0.64307,0.90341,0.000598972,0.000598972,0.000598972
31,19.7849,0.48476,0.86547,0.95206,0.76844,0.88889,0.995,0.93907,0.38598,0.82842,0.85759,0.000617861,0.000617861,0.000617861
32,20.4088,0.45726,0.89577,0.92793,0.78846,0.96747,0.995,0.93521,0.38252,0.83793,0.87257,0.000636666,0.000636666,0.000636666
33,21.0359,0.47487,0.83294,0.935,0.77476,0.80208,0.95561,0.907,0.33843,1.04761,0.85562,0.000655386,0.000655386,0.000655386
34,21.6634,0.4669,0.85507,0.93805,0.70551,0.93477,0.97672,0.89923,0.36353,1.09571,0.86132,0.000667347,0.000667347,0.000667347
35,22.2913,0.42149,0.81325,0.93282,0.74157,0.84259,0.97106,0.91331,0.34551,1.07224,0.86338,0.000665934,0.000665934,0.000665934
36,22.9189,0.4626,0.7959,0.93997,0.84581,0.90787,0.9869,0.95411,0.37929,0.9433,0.86235,0.00066452,0.00066452,0.00066452
37,23.5438,0.46198,0.80246,0.94772,0.68972,1,0.98944,0.93385,0.36257,0.67134,0.87301,0.000663106,0.000663106,0.000663106
38,24.1698,0.45971,0.80925,0.94075,0.73211,0.95905,0.98944,0.955,0.34695,0.71507,0.85691,0.000661692,0.000661692,0.000661692
39,24.7998,0.44468,0.77805,0.92128,0.92558,0.96361,0.98574,0.92085,0.36982,0.56542,0.86252,0.000660279,0.000660279,0.000660279
40,25.4234,0.43817,0.76334,0.91466,0.84053,0.97381,0.995,0.94096,0.355,0.54689,0.85758,0.000658865,0.000658865,0.000658865
41,26.0474,0.46396,0.7606,0.93644,0.7728,0.99648,0.995,0.94313,0.32908,0.54397,0.84133,0.000657451,0.000657451,0.000657451
42,26.6699,0.455,0.75909,0.9357,0.76499,0.93974,0.995,0.9308,0.36216,0.81425,0.85176,0.000656037,0.000656037,0.000656037
43,27.2912,0.43961,0.75322,0.92846,0.92683,0.85637,0.995,0.95999,0.31954,0.64435,0.83409,0.000654624,0.000654624,0.000654624
44,27.9251,0.41511,0.70727,0.92521,0.91976,0.97465,0.995,0.95768,0.32714,0.45282,0.83982,0.00065321,0.00065321,0.00065321
45,28.547,0.45649,0.73948,0.94505,0.80493,0.96181,0.995,0.92819,0.36766,0.58897,0.84985,0.000651796,0.000651796,0.000651796
46,29.1698,0.43596,0.74214,0.93476,0.78714,0.89227,0.90757,0.83931,0.51377,1.06745,1.00435,0.000650383,0.000650383,0.000650383
47,29.7903,0.41618,0.68352,0.90694,0.74838,0.74274,0.86108,0.78738,0.52188,1.22405,1.02457,0.000648969,0.000648969,0.000648969
48,30.4092,0.43482,0.6872,0.91804,0.91213,0.78532,0.92333,0.82589,0.56627,1.46704,1.02879,0.000647555,0.000647555,0.000647555
49,31.0359,0.4464,0.68744,0.93851,0.8995,0.68845,0.86162,0.79719,0.5274,1.97327,0.97408,0.000646141,0.000646141,0.000646141
50,31.6571,0.45524,0.69613,0.95217,0.7132,0.62397,0.79562,0.71596,0.54751,2.15041,1.05283,0.000644728,0.000644728,0.000644728
51,32.2786,0.44112,0.70563,0.93707,0.81262,0.94024,0.93718,0.88361,0.36442,0.74418,0.85482,0.000643314,0.000643314,0.000643314
52,32.9013,0.42812,0.66423,0.91614,0.68741,0.97433,0.93972,0.89614,0.36339,0.73401,0.85712,0.0006419,0.0006419,0.0006419
53,33.5226,0.4199,0.61798,0.92216,0.83533,0.83604,0.995,0.93364,0.39053,0.64015,0.85969,0.000640487,0.000640487,0.000640487
54,34.1441,0.45928,0.67454,0.9391,0.89201,0.82905,0.98976,0.90839,0.47518,0.80466,0.91835,0.000639073,0.000639073,0.000639073
55,34.7657,0.4517,0.67512,0.91512,0.8595,0.83231,0.95866,0.8829,0.556,1.22696,1.03154,0.000637659,0.000637659,0.000637659
56,35.3841,0.44615,0.62195,0.93327,0.92575,0.80208,0.98249,0.87556,0.4475,1.42344,0.95453,0.000636245,0.000636245,0.000636245
57,36.0033,0.42336,0.59731,0.92866,0.71261,0.99525,0.99246,0.95661,0.35227,0.54133,0.85862,0.000634832,0.000634832,0.000634832
