epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,22.263,0.45741,1.08253,0.91614,0.03454,1,0.995,0.93267,0.42077,3.05617,0.91397,0.000399141,0.000399141,0.000399141
77,22.5552,0.4689,1.0749,0.91068,0.03074,1,0.77389,0.68544,0.46599,3.05587,0.92076,0.000403522,0.000403522,0.000403522
78,22.8485,0.4977,1.04323,0.9165,0.02702,1,0.82917,0.76861,0.43917,3.09937,0.92986,0.000407879,0.000407879,0.000407879
79,23.1383,0.47234,1.10445,0.94286,0.0259,1,0.82917,0.76859,0.40587,3.14888,0.9198,0.000412211,0.000412211,0.000412211
80,23.427,0.47043,1.11265,0.89216,0.02613,1,0.54488,0.4935,0.44349,3.24725,0.91484,0.000416518,0.000416518,0.000416518
81,23.7114,0.40105,1.01605,0.8824,0.02785,1,0.50856,0.45719,0.47441,3.29873,0.91761,0.0004208,0.0004208,0.0004208
82,23.9989,0.42666,1.08071,0.87927,0.03188,1,0.56383,0.49479,0.51564,3.22429,0.94778,0.000425058,0.000425058,0.000425058
83,24.2862,0.41673,1.02492,0.90912,0.0315,1,0.82917,0.76283,0.49987,3.11266,0.94686,0.00042929,0.00042929,0.00042929
84,24.5728,0.49943,1.21408,0.99967,0.02891,1,0.82917,0.76674,0.45347,3.00379,0.93858,0.000433499,0.000433499,0.000433499
85,24.8603,0.44992,1.01184,0.90353,0.02795,1,0.82917,0.79438,0.38703,2.90587,0.93006,0.000437682,0.000437682,0.000437682
86,25.1466,0.46143,0.98413,0.927,0.02408,1,0.82917,0.79435,0.39903,2.84435,0.92501,0.000441841,0.000441841,0.000441841
87,25.4314,0.45268,0.96083,0.89804,0.022,1,0.82917,0.78327,0.44476,2.86416,0.92783,0.000445975,0.000445975,0.000445975
88,25.723,0.47649,1.10766,0.90217,0.02215,1,0.995,0.82917,0.50078,2.89179,0.94085,0.000450084,0.000450084,0.000450084
89,26.0103,0.46951,0.96422,0.89052,0.02143,1,0.995,0.796,0.54527,2.89493,0.94993,0.000454168,0.000454168,0.000454168
90,26.2944,0.46803,1.06538,0.95404,0.01989,1,0.995,0.796,0.53195,2.91691,0.97164,0.000458228,0.000458228,0.000458228
91,26.5793,0.55806,1.20005,0.99696,0.01863,1,0.995,0.84403,0.5511,2.98696,1.01023,0.000462263,0.000462263,0.000462263
92,26.8668,0.46829,1.02635,0.93817,0.0194,1,0.82917,0.74453,0.50305,3.12892,0.93493,0.000466273,0.000466273,0.000466273
93,27.1512,0.47147,1.09722,0.914,0.01978,1,0.71861,0.66162,0.46968,3.224,0.92764,0.000470258,0.000470258,0.000470258
94,27.4369,0.43074,1.03433,0.88908,0.02024,1,0.64786,0.61624,0.43431,3.30745,0.92408,0.000474219,0.000474219,0.000474219
95,27.7233,0.43639,0.95947,0.89272,0.02137,1,0.9675,0.80442,0.45859,3.26666,0.92906,0.000478155,0.000478155,0.000478155
96,28.0064,0.46613,1.06439,0.90494,0.0247,1,0.82917,0.6965,0.51035,3.13843,1.03574,0.000482066,0.000482066,0.000482066
97,28.2919,0.40373,0.93877,0.87648,0.0306,1,0.82917,0.67992,0.52069,3.05903,1.09943,0.000485952,0.000485952,0.000485952
98,28.5764,0.43016,0.82749,0.86958,0.03783,1,0.77389,0.63406,0.52865,3.03831,1.13521,0.000489814,0.000489814,0.000489814
99,28.8617,0.40408,0.88913,0.88985,0.0422,1,0.74625,0.60529,0.53828,3.0226,1.12059,0.00049365,0.00049365,0.00049365
100,29.1484,0.41439,0.96507,0.88943,0.0496,1,0.82917,0.71308,0.53699,3.07022,1.07063,0.000497463,0.000497463,0.000497463
101,29.434,0.38995,0.87331,0.8886,0.04861,1,0.74625,0.66548,0.55707,2.9808,1.05664,0.00050125,0.00050125,0.00050125
102,29.7162,0.46344,1.02856,0.91421,0.05371,1,0.77389,0.66333,0.59244,2.86561,1.10387,0.000500013,0.000500013,0.000500013
103,29.9998,0.47483,1.11118,0.91905,0.88057,0.66667,0.74625,0.63846,0.59451,2.72428,1.12076,0.000498775,0.000498775,0.000498775
104,30.2863,0.47971,1.11586,0.9209,0.98778,0.33333,0.74625,0.67992,0.55285,2.55583,1.11752,0.000497537,0.000497537,0.000497537
105,30.5711,0.46594,0.99765,0.90407,0.93949,0.55356,0.74625,0.66911,0.54121,2.3845,1.12146,0.0004963,0.0004963,0.0004963
106,30.8598,0.49352,1.01365,0.95923,0.92845,0.5525,0.77389,0.69676,0.53602,2.27139,1.08047,0.000495063,0.000495063,0.000495063
107,31.1454,0.412,0.91183,0.86214,0.8893,0.66667,0.77389,0.69679,0.54537,2.24265,1.05838,0.000493825,0.000493825,0.000493825
108,31.4308,0.53663,1.10778,0.99631,1,0.30482,0.77389,0.69678,0.51954,2.32547,1.01727,0.000492588,0.000492588,0.000492588
109,31.7206,0.4532,0.94312,0.86311,0.99073,0.33333,0.77389,0.66358,0.51254,2.42599,1.00862,0.00049135,0.00049135,0.00049135
110,32.0106,0.45232,1.06978,0.94884,0.9954,0.33333,0.82917,0.72967,0.53477,2.47237,1.01929,0.000490112,0.000490112,0.000490112
111,32.2986,0.44826,1.04192,0.89467,1,0.32277,0.82917,0.71717,0.56398,2.49433,1.04913,0.000488875,0.000488875,0.000488875
112,32.5812,0.4557,1.06851,0.88594,1,0.26107,0.82917,0.71882,0.54805,2.54238,1.05373,0.000487638,0.000487638,0.000487638
113,32.8732,0.43717,0.91536,0.88026,0.9573,0.58279,0.82917,0.71884,0.54624,2.45439,1.07004,0.0004864,0.0004864,0.0004864
114,33.1631,0.43376,1.02676,0.90337,0.88605,0.55941,0.82917,0.76283,0.53945,2.40417,1.04853,0.000485163,0.000485163,0.000485163
115,33.4603,0.44822,1.07895,0.93149,0.89748,0.65428,0.82917,0.72967,0.56711,2.59936,1.10264,0.000483925,0.000483925,0.000483925
116,33.748,0.5529,1.07006,0.97094,1,0.22817,0.82917,0.68565,0.51918,2.74776,1.00187,0.000482687,0.000482687,0.000482687
117,34.0353,0.4352,0.91696,0.87084,0.98665,0.33333,0.77389,0.70756,0.47908,2.46242,0.95197,0.00048145,0.00048145,0.00048145
118,34.3354,0.47576,1.01684,0.92977,0.99117,0.33333,0.74625,0.67992,0.45994,2.33914,0.95608,0.000480213,0.000480213,0.000480213
119,34.6503,0.47749,1.09801,0.91586,0.98238,0.33333,0.72967,0.66333,0.46841,2.40382,0.95794,0.000478975,0.000478975,0.000478975
120,34.9548,0.50181,1.09518,0.96649,0.98607,0.33333,0.70019,0.56752,0.51189,2.44044,0.99649,0.000477738,0.000477738,0.000477738
121,35.2471,0.43514,0.90165,0.89444,0.98939,0.33333,0.70019,0.58246,0.56904,2.31678,1.1555,0.0004765,0.0004765,0.0004765
122,35.537,0.43813,0.96185,0.94353,0.99296,0.33333,0.70479,0.60115,0.56899,2.08009,1.18376,0.000475263,0.000475263,0.000475263
123,35.8272,0.41019,0.84759,0.89268,0.92164,0.33333,0.74625,0.64675,0.57001,1.82784,1.1701,0.000474025,0.000474025,0.000474025
124,36.1142,0.49946,0.99112,0.91565,0.84615,0.66667,0.77389,0.67439,0.54924,1.54179,1.12955,0.000472788,0.000472788,0.000472788
125,36.4018,0.43654,0.97817,0.91747,0.93577,0.66667,0.82917,0.71308,0.54978,1.41663,1.08413,0.00047155,0.00047155,0.00047155
126,36.6869,0.4218,0.85318,0.90478,0.97188,0.65546,0.77389,0.65228,0.52419,1.36288,1.04684,0.000470312,0.000470312,0.000470312
127,36.9855,0.43134,0.88297,0.90112,0.9294,0.6543,0.69097,0.58042,0.48809,1.41188,1.01751,0.000469075,0.000469075,0.000469075
128,37.2739,0.41911,0.84311,0.91338,0.91833,0.63747,0.68079,0.57082,0.49311,1.46591,1.03102,0.000467837,0.000467837,0.000467837
129,37.5578,0.42495,0.8677,0.90424,0.98175,0.59165,0.67309,0.56676,0.50896,1.59125,1.05694,0.0004666,0.0004666,0.0004666
130,37.8436,0.41868,0.92974,0.91097,0.9614,0.63371,0.67403,0.56921,0.51912,1.7441,1.08214,0.000465363,0.000465363,0.000465363
131,38.1317,0.43042,0.89204,0.91848,0.92581,0.66067,0.66895,0.56945,0.5107,1.91262,1.07925,0.000464125,0.000464125,0.000464125
132,38.4243,0.44749,0.92326,0.88729,0.92548,0.66379,0.67105,0.53838,0.5147,2.07935,1.07621,0.000462887,0.000462887,0.000462887
133,38.7205,0.46985,0.96242,0.96867,0.93616,0.66667,0.6707,0.53693,0.52918,1.80033,1.06899,0.00046165,0.00046165,0.00046165
134,39.014,0.44687,0.85892,0.91118,0.96986,0.66667,0.67281,0.5263,0.54432,1.56319,1.06774,0.000460413,0.000460413,0.000460413
135,39.3089,0.43359,1.02399,0.91228,0.95888,0.64012,0.67255,0.57194,0.53255,1.69899,1.05762,0.000459175,0.000459175,0.000459175
136,39.6047,0.393,0.83714,0.88996,0.90045,0.65604,0.67775,0.58418,0.51684,1.92051,1.04999,0.000457938,0.000457938,0.000457938
137,39.9001,0.42653,0.9106,0.90701,0.85834,0.66667,0.68406,0.5807,0.50277,2.17651,1.05921,0.0004567,0.0004567,0.0004567
138,40.1939,0.4414,0.93563,0.92126,0.8444,0.66667,0.67992,0.57901,0.50159,2.24089,1.05924,0.000455462,0.000455462,0.000455462
139,40.4879,0.47139,0.96089,0.90943,0.8785,0.66667,0.66997,0.58056,0.55411,2.08014,1.08471,0.000454225,0.000454225,0.000454225
140,40.785,0.4718,0.93887,0.8944,0.90319,0.65252,0.67338,0.53267,0.61595,1.91929,1.13274,0.000452987,0.000452987,0.000452987
141,41.0785,0.46422,0.90748,0.90502,0.95368,0.64726,0.67255,0.52266,0.63189,1.84631,1.15463,0.00045175,0.00045175,0.00045175
142,41.3661,0.41775,1.03392,0.9629,0.98484,0.62412,0.67123,0.52095,0.62643,1.78874,1.14068,0.000450513,0.000450513,0.000450513
143,41.656,0.41921,0.90359,0.88062,0.94511,0.65438,0.67054,0.55732,0.57543,1.75482,1.04837,0.000449275,0.000449275,0.000449275
144,41.9421,0.44742,0.97767,0.91709,0.93883,0.65854,0.6707,0.59016,0.53662,1.80557,1.00184,0.000448037,0.000448037,0.000448037
145,42.2401,0.45656,0.94293,0.91498,0.92014,0.65929,0.67024,0.58708,0.54042,1.93832,1.00731,0.0004468,0.0004468,0.0004468
146,42.533,0.48999,1.04803,0.95656,0.90336,0.65859,0.66997,0.58716,0.55118,2.02644,1.02362,0.000445562,0.000445562,0.000445562
147,42.8591,0.45902,0.92608,0.93053,0.90178,0.66667,0.67105,0.59022,0.5721,1.98785,1.03803,0.000444325,0.000444325,0.000444325
148,43.1423,0.41807,0.9155,0.87488,0.90257,0.66667,0.67403,0.5932,0.5657,1.93038,1.02751,0.000443088,0.000443088,0.000443088
149,43.4313,0.45613,0.92316,0.89409,0.93418,0.66667,0.67913,0.60195,0.5515,1.7798,1.01452,0.00044185,0.00044185,0.00044185
150,43.7236,0.41636,0.86909,0.90103,0.96389,0.66667,0.68544,0.62485,0.53214,1.58599,1.00889,0.000440612,0.000440612,0.000440612
151,44.0088,0.41226,0.82023,0.8897,0.98265,0.66667,0.68544,0.61911,0.52531,1.50299,1.00266,0.000439375,0.000439375,0.000439375
152,44.295,0.42073,0.74765,0.89752,0.97417,0.66667,0.68544,0.5751,0.54979,1.47485,1.03658,0.000438138,0.000438138,0.000438138
153,44.5951,0.39151,0.79263,0.88668,0.97595,0.66667,0.68885,0.58983,0.57461,1.4344,1.07772,0.0004369,0.0004369,0.0004369
154,44.8887,0.38149,0.75584,0.9035,0.97294,0.66667,0.69097,0.59199,0.55019,1.42737,1.08792,0.000435662,0.000435662,0.000435662
155,45.2164,0.4132,0.84376,0.89116,0.94365,0.65844,0.68885,0.58736,0.52771,1.50968,1.09077,0.000434425,0.000434425,0.000434425
156,45.5403,0.4455,0.84675,0.90484,0.93544,0.65406,0.68885,0.60069,0.51068,1.60809,1.0844,0.000433187,0.000433187,0.000433187
157,45.8612,0.36248,0.7556,0.86865,0.93397,0.65175,0.68079,0.62578,0.46632,1.72258,1.05546,0.00043195,0.00043195,0.00043195
158,46.1849,0.3525,0.7133,0.87616,0.95302,0.65145,0.68079,0.62226,0.44054,1.84167,1.03044,0.000430712,0.000430712,0.000430712
