epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.55048,1.11301,4.3493,1.76461,0.00422,1,0.32876,0.16276,0.84588,3.46329,1.79379,8.335e-05,8.335e-05,8.335e-05
2,2.54706,0.92053,3.69923,1.61717,0.00543,1,0.78442,0.52983,0.66028,3.18554,1.51513,0.000183007,0.000183007,0.000183007
3,3.56668,0.76222,2.86555,1.43154,0.00485,1,0.68712,0.56889,0.48802,3.17111,1.37278,0.000282268,0.000282268,0.000282268
4,4.54913,0.73395,2.71644,1.43508,0.00625,1,0.78336,0.55725,0.65264,3.16953,1.49058,0.000381133,0.000381133,0.000381133
5,5.53196,0.76597,2.77606,1.43769,0.00511,1,0.82825,0.62224,0.6458,3.08463,1.60009,0.000479601,0.000479601,0.000479601
6,6.51771,0.73264,2.5315,1.40103,0.63293,0.69068,0.88785,0.67408,0.83046,2.90959,1.86046,0.000577674,0.000577674,0.000577674
7,7.50462,0.66305,2.54802,1.3567,0.29169,0.35714,0.43505,0.35855,0.77284,2.88799,1.63553,0.00067535,0.00067535,0.00067535
8,8.48724,0.67859,2.29856,1.34357,0.50422,0.45238,0.39476,0.3186,0.95447,2.64487,1.88557,0.000772631,0.000772631,0.000772631
9,9.46533,0.67607,2.18492,1.29152,0.87861,0.66429,0.77951,0.64204,0.82684,2.34725,1.92808,0.000869515,0.000869515,0.000869515
10,10.4144,0.71598,2.1935,1.41381,0.60807,0.65373,0.79279,0.58922,0.91953,2.54513,1.89735,0.000966003,0.000966003,0.000966003
11,11.3614,0.68422,2.04718,1.30329,0.67533,0.69048,0.7101,0.50185,0.99397,2.21926,1.97501,0.0010621,0.0010621,0.0010621
12,12.3085,0.6704,2.10364,1.31506,0.85778,0.61905,0.76097,0.38511,1.29474,2.74748,2.48656,0.00115779,0.00115779,0.00115779
13,13.2741,0.74691,2.13926,1.41886,0.55224,0.70238,0.45153,0.34243,1.36472,2.96687,2.91005,0.00125309,0.00125309,0.00125309
14,14.2224,0.68547,1.84867,1.28759,0.59874,0.70238,0.58332,0.42971,0.99615,3.63805,2.14145,0.001348,0.001348,0.001348
15,15.1651,0.67139,1.75107,1.40207,0.51728,0.8936,0.79787,0.54883,0.92298,2.38576,1.76901,0.0014425,0.0014425,0.0014425
16,16.1015,0.66909,1.615,1.32949,0.82417,0.72337,0.90278,0.73659,0.75019,2.05737,1.95939,0.00153662,0.00153662,0.00153662
17,17.0392,0.67145,1.62563,1.32446,0.68188,0.70238,0.70404,0.58898,0.68012,2.88915,1.59358,0.00161419,0.00161419,0.00161419
18,17.9739,0.66154,1.58454,1.26112,0.67568,0.70238,0.57475,0.46678,0.89287,3.46421,1.90236,0.00161089,0.00161089,0.00161089
19,18.8957,0.63676,1.59117,1.26981,0.58207,0.78571,0.79202,0.61489,1.0436,4.98771,2.36699,0.00160759,0.00160759,0.00160759
20,19.8333,0.64096,1.53947,1.31291,0.54687,0.78571,0.77739,0.59693,0.93849,4.32862,1.99408,0.00160429,0.00160429,0.00160429
21,20.761,0.61762,1.43541,1.24545,0.72393,0.75436,0.85627,0.65002,0.8791,2.71415,1.92981,0.00160099,0.00160099,0.00160099
22,21.6962,0.60449,1.412,1.27983,0.73046,0.70238,0.77611,0.65912,0.73473,1.76823,1.62715,0.00159769,0.00159769,0.00159769
23,22.624,0.62829,1.39453,1.25391,0.78432,0.78571,0.80608,0.68323,0.66808,1.71312,1.57354,0.00159439,0.00159439,0.00159439
24,23.5557,0.61855,1.53532,1.28974,0.9227,0.91667,0.92075,0.84459,0.60445,1.30809,1.39142,0.00159108,0.00159108,0.00159108
25,24.4905,0.67523,1.406,1.27638,0.79422,0.71185,0.91875,0.8373,0.51301,1.43091,1.26946,0.00158778,0.00158778,0.00158778
26,25.424,0.5973,1.36462,1.23792,0.7304,0.83261,0.83708,0.75367,0.54154,1.53679,1.32937,0.00158448,0.00158448,0.00158448
27,26.3507,0.56801,1.26052,1.24634,0.85988,0.60469,0.79331,0.71389,0.56208,1.72901,1.33435,0.00158118,0.00158118,0.00158118
28,27.2877,0.59769,1.31435,1.2333,0.54172,0.7363,0.58326,0.52153,0.52258,2.38214,1.27032,0.00157788,0.00157788,0.00157788
29,28.2144,0.60842,1.18284,1.22894,0.67862,0.75183,0.68888,0.6422,0.44871,1.95091,1.20428,0.00157458,0.00157458,0.00157458
30,29.1456,0.6586,1.21795,1.384,0.77494,0.70238,0.75491,0.62453,0.65925,2.31734,1.42689,0.00157128,0.00157128,0.00157128
31,30.074,0.64424,1.17624,1.25321,0.72857,0.69289,0.75663,0.67147,0.48949,1.74842,1.20037,0.00156798,0.00156798,0.00156798
32,31.0126,0.66227,1.17693,1.30269,0.88503,0.6929,0.78002,0.70753,0.43607,1.47038,1.15089,0.00156468,0.00156468,0.00156468
33,31.9418,0.57403,1.10233,1.25964,0.88815,0.68338,0.8214,0.67176,0.7051,1.54461,1.37213,0.00156138,0.00156138,0.00156138
34,32.8766,0.58339,1.12898,1.23096,0.84548,0.70238,0.87638,0.81493,0.42794,1.33365,1.08717,0.00155808,0.00155808,0.00155808
35,33.8032,0.56917,0.98479,1.22917,0.78605,0.70242,0.85911,0.76925,0.45192,1.5134,1.11864,0.00155478,0.00155478,0.00155478
36,34.7368,0.53398,0.98568,1.17031,0.76286,0.7946,0.86704,0.74541,0.66369,1.62546,1.3796,0.00155148,0.00155148,0.00155148
37,35.663,0.58103,1.09413,1.25179,0.89052,0.70238,0.83618,0.71553,0.61356,1.73305,1.33805,0.00154818,0.00154818,0.00154818
38,36.6046,0.62071,1.00141,1.21864,0.78497,0.77132,0.9053,0.83021,0.51025,1.2494,1.32173,0.00154488,0.00154488,0.00154488
39,37.5336,0.54044,0.95044,1.19721,0.8309,0.85152,0.90338,0.85876,0.45313,0.9605,1.22701,0.00154157,0.00154157,0.00154157
40,38.4741,0.55202,0.89857,1.18799,0.6847,0.94905,0.90405,0.81363,0.45497,1.10351,1.2348,0.00153827,0.00153827,0.00153827
41,39.3995,0.58984,0.88071,1.19527,0.83706,0.70238,0.92567,0.83983,0.42706,1.10411,1.19273,0.00153497,0.00153497,0.00153497
42,40.3332,0.51533,0.87497,1.1436,0.70107,0.70238,0.89026,0.82851,0.45845,1.38422,1.252,0.00153167,0.00153167,0.00153167
43,41.2594,0.52926,0.86424,1.15497,0.61679,0.79621,0.87155,0.80004,0.48923,1.32421,1.30296,0.00152837,0.00152837,0.00152837
44,42.1956,0.54938,0.84531,1.17778,0.65447,0.69562,0.67486,0.61022,0.44171,1.39826,1.18052,0.00152507,0.00152507,0.00152507
45,43.1253,0.51931,0.79621,1.14627,0.69177,0.69426,0.7653,0.70969,0.43958,1.34038,1.20202,0.00152177,0.00152177,0.00152177
46,44.0564,0.54577,0.81903,1.19532,0.91024,0.70238,0.88864,0.8214,0.49649,0.98094,1.31296,0.00151847,0.00151847,0.00151847
47,44.9807,0.54885,0.87352,1.16124,0.87645,0.70238,0.89883,0.8427,0.44044,0.96881,1.26507,0.00151517,0.00151517,0.00151517
48,45.9157,0.51693,0.80105,1.15544,0.75615,0.98387,0.94208,0.85232,0.42192,0.91008,1.23764,0.00151187,0.00151187,0.00151187
49,46.8469,0.53925,0.78682,1.14878,0.86462,0.84262,0.92875,0.85027,0.44829,0.77469,1.20512,0.00150857,0.00150857,0.00150857
50,47.7772,0.52014,0.78005,1.16696,0.89851,0.70238,0.92304,0.82906,0.43965,0.88564,1.14072,0.00150527,0.00150527,0.00150527
51,48.7015,0.489,0.71879,1.14707,0.80817,0.70238,0.90915,0.83144,0.3974,1.13459,1.03344,0.00150197,0.00150197,0.00150197
52,49.6346,0.58048,0.81935,1.20091,0.85405,0.81575,0.89262,0.77942,0.54936,1.01701,1.26479,0.00149867,0.00149867,0.00149867
53,50.5598,0.51477,0.73236,1.17034,0.78788,0.80846,0.88915,0.79494,0.44296,0.94084,1.17575,0.00149537,0.00149537,0.00149537
54,51.492,0.51874,0.72836,1.15463,0.87334,0.91667,0.88888,0.79982,0.42638,0.96633,1.12591,0.00149207,0.00149207,0.00149207
55,52.423,0.54849,0.72405,1.21875,0.894,0.91667,0.89134,0.82294,0.49221,0.86311,1.15248,0.00148876,0.00148876,0.00148876
56,53.3558,0.53806,0.66529,1.18919,0.78563,0.66769,0.86362,0.80874,0.38411,0.99944,1.01862,0.00148546,0.00148546,0.00148546
57,54.2853,0.4725,0.65751,1.12733,0.67618,0.84524,0.85177,0.78216,0.39514,1.04262,1.01455,0.00148216,0.00148216,0.00148216
58,55.2257,0.49866,0.68074,1.13378,0.82066,0.91667,0.87023,0.81883,0.38393,0.74489,1.05999,0.00147886,0.00147886,0.00147886
59,56.1527,0.4727,0.62062,1.11482,0.86131,0.72187,0.86374,0.82078,0.37136,0.91765,1.05519,0.00147556,0.00147556,0.00147556
60,57.0831,0.48687,0.58143,1.155,0.75142,0.70238,0.82101,0.76635,0.4447,1.18463,1.14935,0.00147226,0.00147226,0.00147226
61,58.0129,0.51809,0.63785,1.1738,0.77543,0.7096,0.84227,0.80854,0.39499,1.0672,1.10663,0.00146896,0.00146896,0.00146896
62,58.9556,0.48077,0.60185,1.15216,0.86028,0.74636,0.90046,0.84925,0.40993,0.85634,1.11574,0.00146566,0.00146566,0.00146566
63,59.88,0.45333,0.58258,1.08613,0.85966,0.79444,0.89991,0.81734,0.38675,0.76225,1.10666,0.00146236,0.00146236,0.00146236
64,60.8109,0.44055,0.59075,1.06139,0.71041,0.84524,0.86607,0.80142,0.41713,0.94934,1.16405,0.00145906,0.00145906,0.00145906
65,61.7375,0.51367,0.61111,1.21628,0.73784,0.70238,0.72301,0.6519,0.42571,1.33366,1.1471,0.00145576,0.00145576,0.00145576
66,62.6707,0.45465,0.56759,1.09511,0.71845,0.70238,0.68926,0.63899,0.40588,1.54649,1.13754,0.00145246,0.00145246,0.00145246
67,63.5975,0.43582,0.53798,1.06986,0.70528,0.70238,0.76326,0.70749,0.36694,1.4137,1.10844,0.00144916,0.00144916,0.00144916
68,64.5262,0.39177,0.54468,1.03569,0.71109,0.70878,0.76871,0.73957,0.3307,1.08509,1.07068,0.00144586,0.00144586,0.00144586
69,65.4454,0.44195,0.55717,1.04731,0.8501,0.71907,0.91542,0.88369,0.36591,0.85475,1.0662,0.00144256,0.00144256,0.00144256
70,66.3819,0.44255,0.56897,1.11504,0.75826,0.91667,0.89244,0.82792,0.37931,0.66326,1.03292,0.00143925,0.00143925,0.00143925
71,67.3038,0.4678,0.57542,1.13607,0.88225,0.70843,0.90938,0.8374,0.40105,0.73268,1.07285,0.00143595,0.00143595,0.00143595
72,68.2348,0.47083,0.55318,1.11857,0.78331,0.70512,0.90491,0.85128,0.38942,1.1092,1.11439,0.00143265,0.00143265,0.00143265
73,69.1545,0.47567,0.54419,1.09755,0.75971,0.70616,0.90263,0.83595,0.39031,1.1907,1.12861,0.00142935,0.00142935,0.00142935
74,70.0848,0.44101,0.52959,1.07218,0.86495,0.70895,0.8836,0.81804,0.35311,0.99471,1.05705,0.00142605,0.00142605,0.00142605
75,71.0075,0.46349,0.53195,1.15092,0.90821,0.91667,0.88943,0.84542,0.35928,0.6806,1.06414,0.00142275,0.00142275,0.00142275
76,71.9389,0.48574,0.54749,1.09991,0.86002,0.70789,0.90287,0.84976,0.38134,1.01905,1.14376,0.00141945,0.00141945,0.00141945
77,72.8649,0.46338,0.50875,1.08831,0.8627,0.70374,0.91318,0.83745,0.38758,1.01329,1.13804,0.00141615,0.00141615,0.00141615
78,73.7967,0.45844,0.50714,1.12825,0.86422,0.70238,0.883,0.81509,0.35297,0.9094,1.09555,0.00141285,0.00141285,0.00141285
79,74.7186,0.44643,0.53314,1.08168,0.81829,0.70238,0.87987,0.82689,0.36078,0.94944,1.07438,0.00140955,0.00140955,0.00140955
80,75.6462,0.47757,0.50834,1.12712,0.74712,0.8454,0.92556,0.85395,0.4151,1.01981,1.0929,0.00140625,0.00140625,0.00140625
81,76.5658,0.39983,0.4819,1.07161,0.70696,0.84046,0.93675,0.86538,0.34665,1.00993,1.01225,0.00140295,0.00140295,0.00140295
82,77.4943,0.44626,0.51233,1.10608,0.75418,0.99325,0.94208,0.88716,0.31749,0.8496,1.03321,0.00139965,0.00139965,0.00139965
83,78.419,0.43327,0.49309,1.08158,0.764,0.9903,0.94208,0.91676,0.29751,0.72367,1.00897,0.00139635,0.00139635,0.00139635
84,79.3537,0.42368,0.51469,1.08519,0.75712,0.97809,0.94208,0.91715,0.32693,0.5884,1.03447,0.00139305,0.00139305,0.00139305
85,80.2829,0.44078,0.47921,1.09637,0.76445,0.99331,0.94208,0.90207,0.36258,0.62665,1.07454,0.00138974,0.00138974,0.00138974
86,81.2153,0.43378,0.45797,1.07011,0.76449,0.98385,0.94208,0.89017,0.3825,0.80586,1.13018,0.00138644,0.00138644,0.00138644
87,82.1371,0.41785,0.46616,1.07157,0.76771,0.97573,0.94208,0.89728,0.37222,0.84396,1.1219,0.00138314,0.00138314,0.00138314
88,83.0685,0.47491,0.50449,1.13689,0.71721,0.90705,0.92075,0.88681,0.33015,0.84284,1.04789,0.00137984,0.00137984,0.00137984
89,83.9933,0.42116,0.45271,1.07672,0.71003,0.87029,0.9053,0.87041,0.35666,0.91632,1.07435,0.00137654,0.00137654,0.00137654
90,84.9229,0.45423,0.47279,1.1029,0.77247,0.70609,0.87796,0.83779,0.32122,1.11875,1.05841,0.00137324,0.00137324,0.00137324
91,85.8485,0.41026,0.46083,1.04354,0.74739,0.70518,0.87848,0.83569,0.33893,1.21745,1.06259,0.00136994,0.00136994,0.00136994
92,86.7802,0.44772,0.4844,1.08288,0.70682,0.84513,0.92308,0.87387,0.34273,1.01355,1.06163,0.00136664,0.00136664,0.00136664
93,87.7012,0.43609,0.43047,1.10058,0.76869,0.98773,0.94208,0.8924,0.34714,0.92838,1.08638,0.00136334,0.00136334,0.00136334
94,88.631,0.39962,0.44197,1.07596,0.69961,0.88994,0.92567,0.87845,0.29516,0.82211,1.01407,0.00136004,0.00136004,0.00136004
95,89.5531,0.41608,0.44677,1.068,0.92075,0.70238,0.92304,0.85792,0.33895,0.86912,1.07329,0.00135674,0.00135674,0.00135674
96,90.4819,0.4046,0.49421,1.09199,0.91769,0.70238,0.93675,0.90465,0.37198,0.94177,1.11113,0.00135344,0.00135344,0.00135344
97,91.4045,0.42902,0.4509,1.09851,0.92449,0.70238,0.92875,0.87488,0.36212,0.97468,1.1263,0.00135014,0.00135014,0.00135014
98,92.3323,0.41941,0.4355,1.07247,0.71561,0.90014,0.91275,0.83227,0.3194,0.89107,1.13091,0.00134684,0.00134684,0.00134684
99,93.2581,0.39663,0.45125,1.06575,0.71664,0.90286,0.89816,0.84236,0.31628,0.87006,1.10526,0.00134354,0.00134354,0.00134354
100,94.1915,0.40473,0.41679,1.06181,0.71068,0.83978,0.87215,0.82481,0.33692,0.96359,1.09473,0.00134023,0.00134023,0.00134023
101,95.1215,0.40726,0.44069,1.07364,0.81705,0.70574,0.8911,0.84549,0.31038,0.9289,1.04547,0.00133693,0.00133693,0.00133693
102,96.0499,0.38554,0.42253,1.05526,0.68491,0.93922,0.93278,0.89511,0.30904,0.78268,1.03386,0.00133363,0.00133363,0.00133363
103,96.9752,0.37221,0.40576,0.99579,0.74535,0.98869,0.94208,0.90137,0.29632,0.71487,0.99381,0.00133033,0.00133033,0.00133033
104,97.9044,0.36353,0.39635,1.02109,0.76011,0.97669,0.94208,0.89843,0.30597,0.60651,0.97847,0.00132703,0.00132703,0.00132703
105,98.8324,0.38512,0.41889,1.04249,0.72691,0.91131,0.93239,0.90181,0.32738,0.64484,1.01777,0.00132373,0.00132373,0.00132373
106,99.7658,0.38661,0.43598,1.0191,0.73334,0.99812,0.93675,0.90923,0.30213,0.66362,1.01377,0.00132043,0.00132043,0.00132043
107,100.696,0.40086,0.40911,1.07066,0.74783,0.91555,0.93278,0.90169,0.31924,0.65884,1.04539,0.00131713,0.00131713,0.00131713
108,101.627,0.43505,0.41233,1.08584,0.68988,0.96365,0.92167,0.85883,0.37841,0.78222,1.10457,0.00131383,0.00131383,0.00131383
109,102.549,0.41325,0.40795,1.0909,0.8405,0.70238,0.90264,0.85126,0.32921,0.84077,1.04793,0.00131053,0.00131053,0.00131053
110,103.476,0.42132,0.42348,1.08054,0.8559,0.70238,0.90264,0.87567,0.34999,0.77716,1.07109,0.00130723,0.00130723,0.00130723
111,104.397,0.3873,0.40965,1.02887,0.87513,0.70585,0.92022,0.88703,0.36807,0.70868,1.07374,0.00130393,0.00130393,0.00130393
112,105.327,0.38803,0.3881,1.01819,0.79118,0.84524,0.93278,0.90468,0.2643,0.63286,0.98214,0.00130063,0.00130063,0.00130063
113,106.248,0.40253,0.40451,1.06547,0.81536,0.89941,0.92875,0.90124,0.26613,0.62216,0.97883,0.00129733,0.00129733,0.00129733
114,107.18,0.37685,0.39725,1.02005,0.7594,0.98292,0.94208,0.90866,0.31133,0.67876,1.02958,0.00129403,0.00129403,0.00129403
115,108.103,0.40302,0.42079,1.07048,0.76461,0.999,0.94208,0.91711,0.30801,0.67149,1.01795,0.00129072,0.00129072,0.00129072
116,109.031,0.41968,0.43978,1.07765,0.74471,0.98675,0.94208,0.92437,0.31057,0.68612,1.05912,0.00128742,0.00128742,0.00128742
