epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.54471,0.9985,4.16451,1.63548,0.00667,1,0.695,0.33958,0.68157,3.29051,1.82699,0.0001,0.0001,0.0001
2,4.21456,1.09866,5.13151,1.85234,0.00667,1,0.995,0.537,1.05394,3.45839,1.88115,0.000219129,0.000219129,0.000219129
3,5.90219,1.40679,4.32587,2.28844,0.00667,1,0.995,0.33022,1.26438,3.59781,2.18726,0.000337307,0.000337307,0.000337307
4,7.53462,0.83832,3.16021,1.54391,0.00667,1,0.995,0.33022,1.26438,3.59781,2.18726,0.000454535,0.000454535,0.000454535
5,9.20575,1.1991,5.30472,1.6778,0.00667,1,0.995,0.48067,1.23011,3.36817,1.97675,0.000570813,0.000570813,0.000570813
6,10.885,0.53688,2.23427,1.17,0.00667,1,0.995,0.48067,1.23011,3.36817,1.97675,0.00068614,0.00068614,0.00068614
7,12.522,1.08237,4.22238,1.78652,0.00667,1,0.995,0.69642,0.83664,3.26905,1.73431,0.000800517,0.000800517,0.000800517
8,14.2232,0.64771,2.73651,1.39271,0.00667,1,0.995,0.69642,0.83664,3.26905,1.73431,0.000913943,0.000913943,0.000913943
9,15.9197,0.76073,3.05019,1.44017,0.00667,1,0.41417,0.14183,1.34082,3.70052,2.45887,0.00102642,0.00102642,0.00102642
10,17.5359,1.00349,3.94176,1.91355,0.00667,1,0.41417,0.14183,1.34082,3.70052,2.45887,0.00113794,0.00113794,0.00113794
11,19.1636,0.65914,2.90581,1.328,0.00667,1,0.41417,0.14183,1.34082,3.70052,2.45887,0.00124852,0.00124852,0.00124852
12,20.8103,1.13208,4.08942,1.54893,0.00667,1,0.41417,0.14183,1.34082,3.70052,2.45887,0.00135814,0.00135814,0.00135814
13,22.5324,0.80308,2.99401,1.49088,0.00667,1,0.41417,0.14183,1.34082,3.70052,2.45887,0.00146682,0.00146682,0.00146682
14,24.2248,0.86473,3.30377,1.51384,0.87017,0.5,0.745,0.52126,1.65573,3.1131,3.88807,0.00157454,0.00157454,0.00157454
15,25.8572,1.18673,3.21852,1.98912,0.87017,0.5,0.745,0.52126,1.65573,3.1131,3.88807,0.00168132,0.00168132,0.00168132
